id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	pathway	eventDate
11315		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	1999
11316		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	2000
11317		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11318		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11319		WADDEN SEA		present	introduced		
11320		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11321		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	2009
11322		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat ballast water	
11323		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11324		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat ballast water	1983
11325		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11326		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11327		WADDEN SEA		present	introduced		1962
11328		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11329		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1762
11330		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1952
11331		WADDEN SEA		present	introduced	Transport - stowaway: Angling/fishing aquaculture equipment	
11332		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11333		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	1250
11334		WADDEN SEA		present	introduced	Transport - stowaway: Angling/fishing aquaculture equipment	1949
11335		WADDEN SEA		present	introduced	Transport - stowaway: Angling/fishing aquaculture equipment	
11336		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1895
11337		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat ballast water	1905
11338		WADDEN SEA		present	introduced	Transport - stowaway: Floating debris	1982
11339		WADDEN SEA		present	introduced	Corridors: Interconnected waterways/basins/seas	
11340		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1960
11341		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat ballast water	
11342		WADDEN SEA		present	introduced		
11343		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11344		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11345		WADDEN SEA		present	introduced	Transport - stowaway: Angling/fishing aquaculture equipment	1905
11346		WADDEN SEA		present	introduced		
11347		WADDEN SEA		present	introduced		1950
11348		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11349		WADDEN SEA		present	introduced	Transport - stowaway: Angling/fishing aquaculture equipment	
11350		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11351		WADDEN SEA		present	introduced	Corridors: Interconnected waterways/basins/seas	
11352		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11353		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat ballast water	
11354		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1874
11355		WADDEN SEA		present	introduced		
11356		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	1977
11357		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11358		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	2006
11359		WADDEN SEA		present	introduced	Transport - stowaway: Angling/fishing aquaculture equipment	
11360		WADDEN SEA		present	introduced		1924
11361		WADDEN SEA		present	introduced		
11362		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1974
11363		WADDEN SEA		present	introduced		
11364		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11365		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	2005
11366		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1660
11367		WADDEN SEA		present	introduced		1998
11368		WADDEN SEA		present	introduced		1960
11369		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11370		WADDEN SEA		present	introduced		
11371		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11372		WADDEN SEA		present	introduced	Unaided: Natural dispersal across borders	
11373		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	
11374		WADDEN SEA		present	introduced	Transport - stowaway: Ship/boat hull fouling	1999
11375		WADDEN SEA		present	introduced		2020
11376		WADDEN SEA		present	introduced		2020
