id	taxonID	scientificName	acceptedNameUsage	kingdom	phylum	class	order	family	taxonRank	taxonomicStatus	taxonRemarks	modified
165156	165156	Cenchrus caudatus	Cenchrus caudatus (Schrad.) Kuntze	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165157	165157	Cenchrus clandestinus	Cenchrus clandestinus (Hochst. ex Chiov.) Morrone	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO)	2024
165158	165158	Cenchrus longisetus	Cenchrus longisetus M.C.Johnst.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165159	165159	Cenchrus purpureus	Cenchrus purpureus (Schumach.) Morrone	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165160	165160	Cenchrus setaceus	Cenchrus setaceus (Forssk.) Morrone	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165161	165161	Centranthus ruber	Centranthus ruber (L.) DC.	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	SPECIES	ACCEPTED		2024
165162	165162	Ceratophyllum demersum	Ceratophyllum demersum L.	Plantae	Tracheophyta	Magnoliopsida	Ceratophyllales	Ceratophyllaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165163	165163	Cereopsis novaehollandiae	Cereopsis novaehollandiae Latham, 1801	Animalia	Chordata	Aves	Anseriformes	Anatidae	SPECIES	ACCEPTED		2019
165164	165164	Cervus elaphus	Cervus elaphus Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	SPECIES	ACCEPTED		2019
165165	165165	Cervus nippon	Cervus nippon Temminck, 1838	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	SPECIES	ACCEPTED		2019
165166	165166	Cervus unicolor	Rusa unicolor (Kerr, 1792)	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	SPECIES	SYNONYM		2019
165167	165167	Cestrum aurantiacum	Cestrum aurantiacum Lindl.	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165168	165168	Cestrum elegans	Cestrum elegans (Brongn. ex Neumann) Schltdl.	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165169	165169	Cestrum fasciculatum	Cestrum fasciculatum (Schltdl.) Miers	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165170	165170	Cestrum nocturnum	Cestrum nocturnum L.	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165171	165171	Chaetodon auriga	Chaetodon auriga ForsskÃ¥l, 1775	Animalia	Chordata		Perciformes	Chaetodontidae	SPECIES	ACCEPTED		2024
165172	165172	Chamaecytisus prolifer	Chamaecytisus prolifer (L.f.) Link	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES	ACCEPTED		2024
165173	165173	Champia affinis	Champia affinis (Hook.f. & Harv.) Harv.	Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Champiaceae	SPECIES	ACCEPTED		2024
165174	165174	Charybdis (Charybdis) japonica	Charybdis japonica (A.Milne-Edwards, 1861)	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	SPECIES	ACCEPTED		2024
165175	165175	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae	SPECIES	ACCEPTED		2019
165176	165176	Chironemus maculosus	Chironemus maculosus (Richardson, 1850)	Animalia	Chordata	Actinopterygii	Perciformes	Chironemidae	SPECIES	ACCEPTED		2019
165177	165177	Chlorophytum comosum	Chlorophytum comosum (Thunb.) Jacques	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	SPECIES	ACCEPTED		2024
165178	165178	Chnoospora minima	Chnoospora minima (K.Hering) Papenf.	Chromista	Ochrophyta	Phaeophyceae	Scytosiphonales	Scytosiphonaceae	SPECIES	ACCEPTED		2024
165179	165179	Chondria harveyana	Chondria harveyana (J.Agardh) De Toni	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	SPECIES	ACCEPTED		2024
165180	165180	Chondropsis topsenti	Chondropsis topsenti Dendy, 1895	Animalia	Porifera	Demospongiae	Poecilosclerida	Chondropsidae	SPECIES	ACCEPTED		2019
165181	165181	Chrysojasminum humile	Chrysojasminum humile (L.) Banfi	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165182	165182	Ciona intestinalis	Ciona intestinalis (Linnaeus, 1767)	Animalia	Chordata	Ascidiacea	Phlebobranchia	Cionidae	SPECIES	ACCEPTED		2019
165183	165183	Ciona robusta	Ciona robusta Hoshino & Tokioka, 1967	Animalia	Chordata	Ascidiacea	Phlebobranchia	Cionidae	SPECIES	ACCEPTED		2024
165184	165184	Ciona savignyi	Ciona savignyi Herdman, 1882	Animalia	Chordata	Ascidiacea	Phlebobranchia	Cionidae	SPECIES	ACCEPTED		2019
165185	165185	Cirrholovenia tetranema	Cirrholovenia tetranema Kramp, 1959	Animalia	Cnidaria	Hydrozoa	Leptothecata	Cirrholoveniidae	SPECIES	ACCEPTED		2019
165186	165186	Cirsium arvense	Cirsium arvense (L.) Scop.	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES	ACCEPTED		2024
165187	165187	Cirsium vulgare	Cirsium vulgare (Savi) Ten.	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES	ACCEPTED		2024
165188	165188	Cladonema radiatum	Cladonema radiatum Dujardin, 1843	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Cladonematidae	SPECIES	ACCEPTED		2019
165189	165189	Cladophora ruchingeri	Cladophora ruchingeri (C.Agardh) KÃ¼tz.	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	SPECIES	ACCEPTED		2024
165190	165190	Clathrina cf. procumbens	Clathrina procumbens (Lendenfeld, 1885)	Animalia	Porifera	Calcarea	Clathrinida	Clathrinidae	SPECIES	ACCEPTED		2024
165191	165191	Clavelina lepadiformis	Clavelina lepadiformis (Müller, 1776)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	SPECIES	ACCEPTED		2019
165192	165192	Clavelina oblonga	Clavelina oblonga Herdman, 1880	Animalia	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	SPECIES	ACCEPTED		2024
165193	165193	Clematis flammula	Clematis flammula L.	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165194	165194	Clematis terniflora	Clematis terniflora DC.	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	SPECIES	ACCEPTED		2024
165195	165195	Clematis vitalba	Clematis vitalba L.	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165196	165196	Clytia linearis	Clytia linearis (Thorneley, 1900)	Animalia	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	SPECIES	ACCEPTED		2019
165197	165197	Cnemidocarpa hemprichi	Cnemidocarpa hemprichi Hartmeyer, 1916	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	SPECIES	ACCEPTED		2019
165198	165198	Cnemidocarpa stolonifera	Cnemidocarpa stolonifera (Herdman, 1899)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	SPECIES	ACCEPTED		2019
165199	165199	Cobaea scandens	Cobaea scandens Cav.	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165200	165200	Cochlicopa lubrica	Cochlicopa lubrica (O.F.Müller, 1774)	Animalia	Mollusca	Gastropoda	Stylommatophora	Cochlicopidae	SPECIES	ACCEPTED		2019
165201	165201	Colinus virginianus	Colinus virginianus (Linnaeus, 1758)	Animalia	Chordata	Aves	Galliformes	Odontophoridae	SPECIES	ACCEPTED		2019
165202	165202	Colpomenia bullosa	Colpomenia bullosa Saund.	Chromista	Ochrophyta	Phaeophyceae	Scytosiphonales	Scytosiphonaceae	SPECIES	ACCEPTED		2019
165203	165203	Colpomenia peregrina	Colpomenia peregrina Sauv.	Chromista	Ochrophyta	Phaeophyceae	Scytosiphonales	Scytosiphonaceae	SPECIES	ACCEPTED		2024
165204	165204	Columba livia	Columba livia Gmelin, 1789	Animalia	Chordata	Aves	Columbiformes	Columbidae	SPECIES	ACCEPTED		2019
165205	165205	Coneuplecta calculosa	Coneuplecta calculosa (Gould, 1852)	Animalia	Mollusca	Gastropoda	Stylommatophora	Euconulidae	SPECIES	ACCEPTED		2019
165206	165206	Conocephalus albescens	Conocephalus albescens (F.Walker, 1869)	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	SPECIES	ACCEPTED		2019
165207	165207	Conocephalus bilineatus	Conocephalus bilineatus (Erichson, 1842)	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	SPECIES	ACCEPTED		2019
165208	165208	Conopeum seurati	Conopeum seurati (Canu, 1928)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Electridae	SPECIES	ACCEPTED		2019
165209	165209	Cordylophora caspia	Cordylophora caspia (Pallas, 1771)	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Cordylophoridae	SPECIES	ACCEPTED		2019
165210	165210	Cornus capitata	Cornus capitata Wall.	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	SPECIES	ACCEPTED		2024
165211	165211	Cortaderia jubata	Cortaderia jubata (Lemoine) Stapf	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165212	165212	Cortaderia selloana	Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165213	165213	Corvus frugilegus	Corvus frugilegus Linnaeus, 1758	Animalia	Chordata	Aves	Passeriformes	Corvidae	SPECIES	ACCEPTED		2019
165214	165214	Coryne eximia	Coryne eximia Allman, 1859	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	SPECIES	ACCEPTED		2019
165215	165215	Coryne japonica	Coryne japonica (Nagao, 1962)	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	SPECIES	ACCEPTED		2019
165216	165216	Coryne pusilla	Coryne pusilla Gaertner, 1774	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	SPECIES	ACCEPTED		2019
165217	165217	Cotoneaster coriaceus	Cotoneaster coriaceus Franch.	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES	ACCEPTED		2024
165218	165218	Cotoneaster franchetii	Cotoneaster franchetii Boiss.	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES	ACCEPTED		2024
165219	165219	Cotoneaster glaucophyllus	Cotoneaster glaucophyllus Franch.	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES	ACCEPTED		2024
165220	165220	Cotoneaster simonsii	Cotoneaster simonsii Baker	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165221	165221	Coturnix ypsilophora	Coturnix ypsilophora australis (Latham, 1802)	Animalia	Chordata	Aves	Galliformes	Phasianidae	SUBSPECIES	ACCEPTED		2019
165222	165222	Cotyledon orbiculata	Cotyledon orbiculata L.	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165223	165223	Craspedacusta sowerbii	Craspedacusta sowerbii Lankester, 1880	Animalia	Cnidaria	Hydrozoa	Limnomedusae	Olindiidae	SPECIES	ACCEPTED		2019
165224	165224	Crassicorophium bonellii	Crassicorophium bonellii (H.Milne Edwards, 1830)	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	SPECIES	ACCEPTED		2019
165225	165225	Crassimarginatella xiamenensis	Crassimarginatella xiamenensis (Liu, 1999)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Calloporidae	SPECIES	ACCEPTED		2019
165226	165226	Crassula multicava	Crassula multicava Lem.	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165227	165227	Crataegus monogyna	Crataegus monogyna Jacq.	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES	ACCEPTED		2024
165228	165228	Crocosmia ×crocosmiiflora	Crocosmia ×crocosmiiflora (Lemoine) N.E.Br.	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	SPECIES	ACCEPTED		2024
165229	165229	Cryptosula pallasiana	Cryptosula pallasiana (Moll, 1803)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Cryptosulidae	SPECIES	ACCEPTED		2019
165230	165230	Culex quinquefasciatus	Culex quinquefasciatus Say, 1823	Animalia	Arthropoda	Insecta	Diptera	Culicidae	SPECIES	ACCEPTED		2019
165231	165231	Cupressus macrocarpa	Cupressus macrocarpa Hartw. ex Gordon	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES	ACCEPTED		2024
165232	165232	Cuscuta campestris	Cuscuta campestris Yunck.	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES	ACCEPTED	Unwanted Organism (UO)	2024
165233	165233	Cutleria multifida	Cutleria multifida (Turner) Grev.	Chromista	Ochrophyta	Phaeophyceae	Cutleriales	Cutleriaceae	SPECIES	ACCEPTED		2024
165234	165234	Cyclicopora longipora	Cyclicopora longipora (MacGillivray, 1883)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Cyclicoporidae	SPECIES	ACCEPTED		2019
165235	165235	Cygnus atratus	Cygnus atratus (Latham, 1790)	Animalia	Chordata	Aves	Anseriformes	Anatidae	SPECIES	ACCEPTED		2019
165236	165236	Cygnus olor	Cygnus olor (Gmelin, 1789)	Animalia	Chordata	Aves	Anseriformes	Anatidae	SPECIES	ACCEPTED		2019
165237	165237	Cynodon dactylon	Cynodon dactylon (L.) Pers.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED		2024
165238	165238	Cyperus eragrostis	Cyperus eragrostis Lam.	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	SPECIES	ACCEPTED		2024
165239	165239	Cyperus rotundus	Cyperus rotundus L.	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	SPECIES	ACCEPTED		2024
165240	165240	Cyprinus carpio	Cyprinus carpio Linnaeus, 1758	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	SPECIES	ACCEPTED		2019
165241	165241	Cyrtomium falcatum	Cyrtomium falcatum (L.fil.) C.Presl	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	SPECIES	ACCEPTED		2024
165242	165242	Cytisus multiflorus	Cytisus multiflorus (L'HÃ©r.) Sweet	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES	ACCEPTED		2024
165243	165243	Cytisus scoparius	Cytisus scoparius (L.) Link	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES	ACCEPTED		2024
165244	165244	Dacelo novaeguineae	Dacelo novaeguineae (Hermann, 1783)	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	SPECIES	ACCEPTED		2019
165245	165245	Dactylia varia	Dactylia varia (Gray, 1843)	Animalia	Porifera	Demospongiae	Haplosclerida	Callyspongiidae	SPECIES	ACCEPTED		2019
165246	165246	Dactylis glomerata	Dactylis glomerata L.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED		2024
165247	165247	Dactylosiphon bullosus	Dactylosiphon bullosus (D.A.Saunders) SantiaÃ±ez, K.M.Lee, S.M.Boo & Kogame	Chromista	Ochrophyta	Phaeophyceae	Scytosiphonales	Scytosiphonaceae	SPECIES	ACCEPTED		2024
165248	165248	Dama dama dama	Dama dama dama	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	SUBSPECIES	ACCEPTED		2019
165249	165249	Datura stramonium	Datura stramonium L.	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES	ACCEPTED		2024
165250	165250	Delairea odorata	Delairea odorata Lem.	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES	ACCEPTED		2024
165251	165251	Dendya clathrata	Dendya clathrata (Carter, 1883)	Animalia	Porifera	Calcarea	Clathrinida	Dendyidae	SPECIES	ACCEPTED		2019
165252	165252	Deroceras laeve	Deroceras laeve (O.F.Müller, 1774)	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	SPECIES	ACCEPTED		2019
165253	165253	Deroceras panormitanum	Deroceras panormitanum (Lessona & Pollonera, 1882)	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	SPECIES	ACCEPTED		2019
165254	165254	Deroceras reticulatum	Deroceras reticulatum (O.F.Müller, 1774)	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	SPECIES	ACCEPTED		2019
165255	165255	Diadumene lineata	Diadumene lineata (Verrill, 1869)	Animalia	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	SPECIES	ACCEPTED		2019
165256	165256	Dictyota furcellata	Dictyota furcellata (C.Agardh) Grev., 1830	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	SPECIES	ACCEPTED		2019
165257	165257	Dictyota furcellata	Dictyota furcellata (C.Agardh) Grev.	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	SPECIES	ACCEPTED		2024
165258	165258	Didemnum patulum	Didemnum patulum (Herdman, 1899)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	SPECIES	ACCEPTED		2024
165259	165259	Didemnum vexillum	Didemnum vexillum Kott, 2002	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	SPECIES	ACCEPTED		2019
165260	165260	Didymosphenia geminata	Didymosphenia geminata (Lyngb.) M.Schmidt	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	SPECIES	ACCEPTED		2019
165261	165261	Digitalis purpurea	Digitalis purpurea L.	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	SPECIES	ACCEPTED		2024
165262	165262	Dimorphotheca fruticosa	Dimorphotheca fruticosa (L.) Less., 1832	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES	ACCEPTED		2024
165263	165263	Diplosoma listerianum	Diplosoma listerianum (Milne Edwards, 1841)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	SPECIES	ACCEPTED		2019
165264	165264	Dipogon lignosus	Dipogon lignosus (L.) Verdc.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165265	165265	Dipolydora armata	Dipolydora armata (Langerhans, 1880)	Animalia	Annelida	Polychaeta	Spionida	Spionidae	SPECIES	ACCEPTED		2019
165266	165266	Dipolydora giardi	Dipolydora giardi (Mesnil, 1893)	Animalia	Annelida	Polychaeta	Spionida	Spionidae	SPECIES	ACCEPTED		2019
165267	165267	Distaplia viridis	Distaplia viridis Kott, 1957	Animalia	Chordata	Ascidiacea	Aplousobranchia	Holozoidae	SPECIES	ACCEPTED		2019
165268	165268	Doleromyrma darwiniana	Doleromyrma darwiniana (Forel, 1907)	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	SPECIES	ACCEPTED		2019
165269	165269	Dolichandra unguis-cati	Dolichandra unguis-cati (L.) L.G.Lohmann	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165270	165270	Dryopteris affinis	Dryopteris affinis (Lowe) Fraser-Jenk.	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	SPECIES	ACCEPTED		2024
165271	165271	Dryopteris filix-mas	Dryopteris filix-mas (L.) Schott	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	SPECIES	ACCEPTED		2024
165272	165272	Eccremocarpus scaber	Eccremocarpus scaber Ruiz & Pav.	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165273	165273	Echium vulgare	Echium vulgare L.	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	SPECIES	ACCEPTED		2024
165274	165274	Ectopleura crocea	Ectopleura crocea (Agassiz, 1862)	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae	SPECIES	ACCEPTED		2019
165275	165275	Ectopleura exxonia	Ectopleura exxonia (Watson, 1978)	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae	SPECIES	ACCEPTED		2019
165276	165276	Ectopleura larynx	Ectopleura larynx (Ellis & Solander, 1786)	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae	SPECIES	ACCEPTED		2019
165277	165277	Ehrharta erecta	Ehrharta erecta Lam.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED		2024
165278	165278	Ehrharta villosa	Ehrharta villosa Schult.f.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA) | Notifiable Organism (NO) | National Interest Pest Response (NIPR)	2024
165279	165279	Elaeagnus ×reflexa	Elaeagnus ×reflexa Ã‰.Morren & Decne.	Plantae	Tracheophyta	Magnoliopsida	Rosales	Elaeagnaceae	SPECIES	ACCEPTED		2024
165280	165280	Elasmopus rapax	Elasmopus rapax Costa, 1853	Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	SPECIES	ACCEPTED		2019
165281	165281	Elodea canadensis	Elodea canadensis Michx.	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	SPECIES	ACCEPTED		2024
165282	165282	Elodea densa	Elodea densa (Planch.) Casp.	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165283	165283	Elphidium vellai	Elphidium vellai Hayward, 1997	Chromista	Foraminifera	Globothalamea	Rotaliida	Elphidiidae	SPECIES	ACCEPTED		2019
165284	165284	Emberiza cirlus	Emberiza cirlus Linnaeus, 1766	Animalia	Chordata	Aves	Passeriformes	Emberizidae	SPECIES	ACCEPTED		2019
165285	165285	Emberiza citrinella	Emberiza citrinella Linnaeus, 1758	Animalia	Chordata	Aves	Passeriformes	Emberizidae	SPECIES	ACCEPTED		2019
165286	165286	Embothrium coccineum	Embothrium coccineum J.R.Forst. & G.Forst.	Plantae	Tracheophyta	Magnoliopsida	Proteales	Proteaceae	SPECIES	ACCEPTED		2024
165287	165287	Eolophus roseicapilla	Eolophus roseicapilla (Vieillot, 1817)	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	SPECIES	ACCEPTED		2019
165288	165288	Epilobium hirsutum	Epilobium hirsutum L.	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	SPECIES	ACCEPTED	Unwanted Organism (UO)	2024
165289	165289	Equisetum arvense	Equisetum arvense L.	Plantae	Tracheophyta	Polypodiopsida	Equisetales	Equisetaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165290	165290	Equus caballus	Equus caballus Linnaeus, 1758	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	SPECIES	ACCEPTED		2019
165291	165291	Eragrostis curvula	Eragrostis curvula (Schrad.) Nees	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165292	165292	Ercolania boodleae	Ercolania boodleae (Baba, 1938)	Animalia	Mollusca	Gastropoda		Limapontiidae	SPECIES	ACCEPTED		2019
165293	165293	Erica arborea	Erica arborea L.	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	SPECIES	ACCEPTED		2024
165294	165294	Erica baccans	Erica baccans L.	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	SPECIES	ACCEPTED		2024
165295	165295	Erica caffra	Erica caffra L.	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	SPECIES	ACCEPTED		2024
165296	165296	Erica cinerea	Erica cinerea L.	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	SPECIES	ACCEPTED	Unwanted Organism (UO)	2024
165297	165297	Erica lusitanica	Erica lusitanica Rudolphi	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	SPECIES	ACCEPTED		2024
165298	165298	Erica vagans	Erica vagans L.	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	SPECIES	ACCEPTED		2024
165299	165299	Ericthonius pugnax	Ericthonius pugnax (Dana, 1852)	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	SPECIES	ACCEPTED		2019
165300	165300	Erigeron karvinskianus	Erigeron karvinskianus DC.	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES	ACCEPTED	Unwanted Organism (UO) | National Pest Plant Accord (NPPA)	2024
165301	165301	Erinaceus europaeus	Erinaceus europaeus Linnaeus, 1758	Animalia	Chordata	Mammalia	Erinaceomorpha	Erinaceidae	SPECIES	ACCEPTED		2019
165302	165302	Erythranthe guttata	Erythranthe guttata (DC.) G.L.Nesom	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Phrymaceae	SPECIES	ACCEPTED		2024
165303	165303	Erythrina ×sykesii	Erythrina ×sykesii Barneby & Krukoff	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES	ACCEPTED		2024
165304	165304	Eschscholzia californica	Eschscholzia californica Cham.	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	SPECIES	ACCEPTED		2024
165305	165305	Eucalyptus delegatensis	Eucalyptus delegatensis F.Muell. ex R.T.Baker	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	SPECIES	ACCEPTED		2024
165306	165306	Euchone limnicola	Euchone limnicola Reish, 1959	Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	SPECIES	ACCEPTED		2019
